160,50,3,
-2.06122,-0.490006,-0.754467,-0.50399,1.47285,-0.647539,-1.21902,0.0905321,0.606967,-1.28568,-0.636347,-0.765801,-1.72082,-1.01746,-0.780821,-1.35605,-0.4051,-1.3064,-0.91294,-0.459511,-0.683443,-0.499378,-0.902285,-1.19882,0.0418466,-0.65315,0.332103,-1.38923,-0.746633,0.923916,-1.27994,0.400492,-0.405762,-0.931158,-0.487297,-2.21211,-0.72837,-0.211742,1.69753,-1.70622,-0.540064,-0.566707,-1.00002,-1.72386,-0.931742,-0.804892,-1.19835,-0.34931,-0.705103,-2.06119,
-0.613514,-0.568251,-0.504905,-0.394019,-2.57436,-0.677289,-0.147669,0.694148,0.663549,-0.391396,-0.264053,-0.524008,-0.758957,-0.399981,-0.523041,-0.629261,-0.620338,-0.591395,0.496726,-0.19738,-0.379988,0.536071,-0.561774,-0.067619,0.121066,-0.469422,-1.2695,-0.287055,-0.293569,0.692895,-0.644781,-0.547106,-0.380675,-0.455974,-0.487649,-1.0134,-0.160362,-0.322355,-0.102418,0.809799,-0.178742,-0.353262,2.29207,-0.703047,0.0146182,0.291299,-0.0804711,-0.272573,-0.478291,0.701508,
-0.111159,-0.304579,-0.345799,-0.278097,0.630677,0.981182,0.121446,-0.233849,-0.298574,0.485738,-0.302434,-0.556712,-0.216005,0.156636,-0.376727,-0.0312799,-0.01693,-0.13015,0.37692,-0.433893,-0.183352,0.149689,-0.0940216,-0.152388,-0.708792,-0.367806,-0.00413075,0.34264,-0.120879,-0.251014,-0.0391963,1.68547,-0.287977,0.161062,-0.160492,0.145356,0.0601761,-0.658492,2.20358,-0.265488,-0.321885,-0.137311,-0.611216,-0.193576,-0.132924,0.203854,0.224631,-0.43473,-0.538981,1.32724,
0.0934292,-0.276039,-0.316381,-0.232914,-0.0534876,0.53741,0.304163,0.543701,0.786812,0.311821,-0.192052,-0.357061,-0.0134624,0.0631483,-0.22628,0.11679,-0.12281,-0.0512883,0.108825,-0.233282,-0.106526,0.308698,-0.0229078,0.247917,-0.518103,-0.357877,-0.167346,0.19264,-0.208993,0.896088,0.0658452,0.742484,-0.161939,0.0421572,-0.155006,0.235235,-0.0383316,-0.466417,1.11155,1.1722,-0.185107,-0.129186,0.569691,-0.0233546,0.510026,0.142774,0.209169,-0.647277,-0.712989,1.07168,
0.0656912,0.160543,0.227214,0.118485,0.236564,0.397581,0.174824,0.204973,0.190523,0.208141,0.242825,0.161593,0.0198572,0.11258,0.00347938,0.0529636,0.104337,0.0432744,0.334348,0.111535,0.13738,0.156532,0.0671579,0.19286,0.0106339,0.253555,0.136105,0.135777,0.161119,0.147865,0.0543,0.372189,0.129756,0.150354,0.210814,0.0449829,0.27059,0.0557746,0.265546,0.0456144,0.149968,0.125993,0.337422,0.0259159,0.121783,0.269311,0.152244,0.103518,0.085111,0.982503,
0.204858,-0.157677,-0.240723,-0.068673,-0.264665,-0.0417041,0.198159,0.466584,0.503881,-0.044235,-0.114123,-0.186771,0.151049,-0.0945592,0.0866793,0.121897,-0.0572078,0.0877238,-0.0258458,-0.00531882,-0.0264311,0.0784094,0.0773816,0.361007,-0.214306,-0.219854,-0.244642,-0.0694394,-0.0951514,0.479932,0.159206,0.106789,-0.0721002,-0.0473162,-0.107409,0.219557,-0.0671552,-0.266323,0.392137,1.38106,-0.0562216,-0.119291,0.517627,0.157244,0.480914,-0.00813391,0.0749765,-0.0106626,-0.0304888,0.314986,
-0.013775,-0.0224724,-0.0854037,-0.0179156,0.103894,0.644056,0.241673,0.395806,0.468655,0.377389,0.0129739,0.129732,-0.145745,0.0514729,-0.0536656,-0.0513707,-0.079628,-0.0892214,0.440632,0.0077181,-0.028545,0.292472,-0.0214167,0.203802,-0.340532,-0.0696089,-0.104947,0.0878316,0.104811,0.534025,-0.00121531,0.902337,-0.0698391,0.0494201,0.03098,-0.0828887,0.225419,-0.0598445,0.890247,0.821186,0.0838477,0.0582038,0.593959,-0.0668375,0.344689,0.306386,0.0924951,-0.285454,-0.330106,0.916256,
0.0930256,0.22189,0.27062,0.126422,-0.13068,-0.317026,-0.0385833,0.0466253,-0.0471338,-0.305669,0.288479,0.619073,0.0746818,-0.224228,0.126362,-0.0802846,-0.04535,0.0555857,-0.103193,0.225235,0.0232193,-0.0346912,-0.0314197,0.0814342,0.16324,0.308788,0.0274161,-0.323745,0.176528,-0.0438758,-0.0842089,-0.312193,0.241297,-0.235508,0.138049,-0.0160521,0.0335707,0.413765,-0.0554053,-0.0402421,0.293622,0.0996745,0.134689,-0.00832621,-0.0927282,0.0636804,-0.0573589,0.156715,0.207181,0.657532,
-0.208883,0.378452,0.418148,0.101467,0.5539,0.154738,-0.136472,-0.0881203,-0.089978,0.0816704,0.269644,0.164271,-0.0341667,-0.00064921,0.0355346,-0.0938111,0.191414,-0.0886451,-0.062943,0.0434441,0.00335117,-0.157799,-0.00944661,-0.297662,-0.220527,0.336767,0.464305,-0.0656198,0.258461,-0.132433,0.00254672,0.294932,0.139455,0.0366345,0.306748,-0.110954,0.200989,-0.0590337,0.649788,-0.0272701,0.205812,0.1373,-0.0830753,-0.0488325,-0.175424,-0.0727162,-0.135201,-0.122665,-0.124613,0.886387,
0.224758,-0.216538,-0.352836,-0.171759,-0.0268379,0.802959,0.425305,0.599255,0.60241,0.704222,-0.203186,-0.330912,-0.0670047,0.318628,-0.175268,0.156742,0.023636,0.0554226,0.65046,-0.155209,0.0114257,0.578244,-0.00192569,0.375893,-0.48698,-0.293886,-0.245831,0.462074,-0.00621178,0.680271,0.0777965,1.03592,-0.247593,0.214304,-0.1296,0.146017,0.146661,-0.415052,1.30218,0.799545,-0.203188,0.018805,0.662449,0.0302367,0.532224,0.468014,0.405966,-0.4337,-0.413204,0.784748,
